id,latitudes/0,latitudes/1,latitudes/2,latitudes/3,longitudes/0,longitudes/1,longitudes/2,longitudes/3,latitudes/4,longitudes/4,,,,,
7590cf21d1a446e3b07c92912a4a3c44,2.980511294,2.980595307,2.980763216,2.980530115,32.53168606,32.53170496,32.5313269,32.53124042,2.980515048,32.53165663,,,,,
c7b3fde63650440abbaaecec33e30bfa,2.965254116,2.965177167,2.965121927,2.966002719,32.24975581,32.25001674,32.25027776,32.25041817,2.965982687,32.24986992,,,,,s
ef2b90b7ff804894a8413477cdfa0e86,2.961133892,2.961096313,2.961096313,2.961162303,32.24042584,32.24040081,32.24040081,32.24031172,2.960956638,32.24053492,,,,,
604a8069c5bb4620b7394a7ec5603c18,2.961074677,2.961193065,2.960931713,2.960931713,32.24045514,32.24053653,32.24049046,32.24049046,2.961052613,32.24043991,,,,,
9848201f11824ca5a7639aee61152122,2.960971342,2.961101358,2.961127715,2.961034961,32.24053609,32.24038613,32.24055117,32.24057251,2.960997814,32.24046197,,,,,
